City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Soloneshnoye,RU,51.6544,84.3197,29.43,90,100,3.0,overcast clouds
346,Aykhal,RU,66.0,111.5,-31.94,80,100,6.24,overcast clouds
347,Boyolangu,ID,-8.1181,111.8935,85.21,66,89,5.57,overcast clouds
348,Vanavara,RU,60.34,102.2797,-31.77,82,100,4.72,overcast clouds
349,Hualmay,PE,-11.0964,-77.6139,69.87,84,92,6.89,overcast clouds
350,Mangaratiba,BR,-22.9597,-44.0406,73.4,88,0,6.91,clear sky
351,Chulym,RU,55.0997,80.9572,14.88,96,100,16.91,overcast clouds
352,Kiboga,UG,0.9161,31.7742,74.61,59,77,3.36,broken clouds
353,Progreso,MX,21.2833,-89.6667,62.01,88,40,2.48,scattered clouds
354,La Peca,PE,-5.6111,-78.435,67.78,79,100,1.83,light rain
355,Poum,NC,-20.2333,164.0167,82.89,81,100,8.81,overcast clouds
356,Darhan,MN,49.4867,105.9228,5.18,86,82,3.24,broken clouds
357,Nakasongola,UG,1.3089,32.4564,81.99,45,80,3.36,broken clouds
358,Sobolevo,RU,54.4299,31.8996,-4.7,91,98,6.35,overcast clouds
359,Macroom,IE,51.9,-8.95,37.4,87,20,5.75,few clouds
360,Saldanha,ZA,-33.0117,17.9442,64.4,88,0,3.44,clear sky
361,Bambous Virieux,MU,-20.3428,57.7575,86.0,70,75,13.8,broken clouds
362,Deer Lake,CA,49.1667,-57.4316,23.0,86,90,13.8,overcast clouds
363,Tiznit,MA,29.5833,-9.5,51.28,43,3,5.61,clear sky
364,San Vicente,AR,-26.6167,-54.1333,68.4,100,100,3.11,heavy intensity rain
365,Tuatapere,NZ,-46.1333,167.6833,53.08,86,100,12.84,light rain
366,Villefranche-De-Rouergue,FR,44.3333,2.0,44.01,100,90,5.75,mist
367,Coron,PH,11.9986,120.2043,82.29,76,97,4.25,overcast clouds
368,Harihar,IN,14.5167,75.8,86.2,40,0,6.06,clear sky
369,Alindao,CF,5.0267,21.2088,83.59,28,9,4.63,clear sky
370,Belyy Yar,RU,53.6039,91.3903,14.0,67,100,2.24,overcast clouds
371,Riyadh,SA,24.6877,46.7219,71.6,17,0,13.8,clear sky
372,Rincon,US,32.296,-81.2354,35.6,69,1,4.32,clear sky
373,Ossora,RU,59.2353,163.0719,-6.43,90,100,12.19,light snow
374,Corinto,GR,37.9407,22.9573,39.0,69,12,1.01,few clouds
375,Gat,IL,31.61,34.7642,59.0,53,0,4.0,clear sky
376,Praia Da Vitoria,PT,38.7333,-27.0667,62.6,94,75,25.5,light intensity drizzle
377,Parabel,RU,58.6978,81.4825,12.36,95,100,11.52,overcast clouds
378,Roald,NO,62.5833,6.1333,37.4,48,75,14.97,broken clouds
379,Ponta Do Sol,PT,32.6667,-17.1,55.99,66,56,3.0,broken clouds
380,Nome,US,64.5011,-165.4064,6.8,72,40,6.24,scattered clouds
381,Ust-Nera,RU,64.5667,143.2,-36.0,72,74,4.59,broken clouds
382,Sayyan,YE,15.1718,44.3244,62.13,30,0,1.9,clear sky
383,Portland,US,45.5234,-122.6762,44.01,90,100,1.16,overcast clouds
384,Sainte-Marie,RE,-20.8968,55.5496,87.8,62,0,23.02,clear sky
385,Bjelovar,HR,45.8986,16.8489,27.0,93,90,2.17,mist
386,Casablanca,MA,33.5928,-7.6192,42.8,93,0,4.61,clear sky
387,Clyde River,CA,70.4692,-68.5914,5.0,92,90,21.85,light snow
388,Hasaki,JP,35.7333,140.8333,44.01,61,75,10.36,broken clouds
389,Maraa,BR,-1.8333,-65.3667,71.28,98,25,1.16,scattered clouds
390,Verkhniye Kigi,RU,55.4083,58.6044,11.05,92,97,19.26,overcast clouds
391,Nova Vicosa,BR,-17.8919,-39.3719,74.79,85,100,7.0,light rain
392,Dicabisagan,PH,17.0818,122.4157,75.02,86,100,15.97,overcast clouds
393,Port Blair,IN,11.6667,92.75,81.52,69,35,16.08,scattered clouds
394,Kodinsk,RU,58.6881,99.1844,-16.49,84,100,4.29,overcast clouds
395,Samarai,PG,-10.6167,150.6667,85.46,75,0,15.39,clear sky
396,Yadrin,RU,55.9405,46.2062,1.71,93,97,8.48,overcast clouds
397,Singaraja,ID,-8.112,115.0882,84.7,65,100,6.91,light rain
398,Ballina,AU,-28.8667,153.5667,82.4,54,83,14.97,broken clouds
399,North Platte,US,41.1239,-100.7654,28.0,80,1,9.22,clear sky
400,Serov,RU,59.6033,60.5787,-6.05,91,100,2.8,overcast clouds
401,Fortuna,US,40.5982,-124.1573,46.99,100,1,8.05,clear sky
402,Hervey Bay,AU,-25.2986,152.8535,84.99,67,3,4.0,clear sky
403,Trabzon,TR,40.9167,39.8333,51.8,71,75,2.3,broken clouds
404,Karup,DK,56.3067,9.1684,28.99,93,90,5.75,mist
405,Cardoso,BR,-20.0819,-49.9142,71.38,92,100,7.47,light rain
406,Port Hedland,AU,-20.3167,118.5667,100.4,37,87,17.27,overcast clouds
407,Vila Velha,BR,-20.3297,-40.2925,72.0,88,0,2.3,clear sky
408,Vila Franca Do Campo,PT,37.7167,-25.4333,61.0,94,75,11.5,light rain
409,Chitral,PK,35.8462,71.7858,47.84,46,80,6.02,broken clouds
410,Vila,PT,42.0304,-8.1588,46.99,87,40,2.3,scattered clouds
411,Ambulu,ID,-8.345,113.6058,85.05,66,93,7.67,light rain
412,Pimentel,PE,-6.8367,-79.9342,70.39,83,100,9.66,overcast clouds
413,Noumea,NC,-22.2763,166.4572,84.0,78,90,12.66,overcast clouds
414,Lavrentiya,RU,65.5833,-171.0,-7.87,85,75,9.6,broken clouds
415,Rochegda,RU,62.8,43.25,-12.05,87,75,2.37,broken clouds
416,Lokosovo,RU,61.1333,74.8167,13.21,95,100,13.44,overcast clouds
417,Russell,US,32.3502,-85.1999,30.2,86,1,2.55,clear sky
418,Pangnirtung,CA,66.1451,-65.7125,-7.1,86,100,4.97,light snow
419,Teseney,ER,15.11,36.6575,78.73,43,5,8.57,clear sky
420,Soyo,AO,-6.1349,12.3689,78.8,89,75,6.38,broken clouds
421,Piterka,RU,50.6803,47.4454,1.11,93,0,7.14,clear sky
422,Lata,PT,40.1629,-8.3327,43.0,93,20,3.44,mist
423,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.36,97,100,1.1,light rain
424,Sitka,US,57.0531,-135.33,42.8,87,90,12.66,moderate rain
425,Jacksonville,US,30.3322,-81.6556,41.0,70,1,6.91,clear sky
426,Varkaus,FI,62.3153,27.873,17.01,92,90,2.3,overcast clouds
427,Neuquen,AR,-38.9516,-68.0591,57.2,67,0,4.61,clear sky
428,Olinda,BR,-8.0089,-34.8553,77.0,73,75,8.05,broken clouds
429,Berezovo,RU,63.9381,65.0419,-9.0,90,100,12.46,overcast clouds
430,Meulaboh,ID,4.1363,96.1285,88.07,52,100,4.32,overcast clouds
431,Cambridge,CA,43.3601,-80.3127,30.99,86,90,13.8,overcast clouds
432,Amahai,ID,-3.3333,128.9167,83.23,72,100,2.57,light rain
433,Imeni Poliny Osipenko,RU,52.4201,136.4853,-18.58,88,100,1.68,overcast clouds
434,Saint Andrews,US,34.0454,-81.1293,32.0,74,1,7.29,clear sky
435,Mpanda,TZ,-6.3655,31.0409,74.91,73,50,1.68,scattered clouds
436,Zaysan,KZ,47.4667,84.8667,15.89,92,0,1.74,clear sky
437,Mangrol,IN,21.1167,70.1167,79.14,34,0,2.62,clear sky
438,Miri,MY,4.4148,114.0089,80.6,83,40,5.75,light rain
439,Jasper,US,37.2001,-94.3502,35.6,60,90,8.05,overcast clouds
440,Ambon,ID,-3.6954,128.1814,87.8,66,40,10.36,light rain
441,Asau,RO,46.4333,26.4,15.01,92,0,2.3,clear sky
442,Lixourion,GR,38.2019,20.4314,44.6,53,40,16.11,scattered clouds
443,Matata,NZ,-37.8833,176.75,72.0,93,88,1.01,overcast clouds
444,Damghan,IR,36.1683,54.348,48.97,46,100,0.51,overcast clouds
445,Thunder Bay,CA,48.4001,-89.3168,15.8,79,90,8.05,overcast clouds
446,Ostrovnoy,RU,68.0531,39.5131,24.96,96,100,6.08,overcast clouds
447,Southbridge,US,42.0751,-72.0334,33.01,64,0,4.0,clear sky
448,Barcelos,PT,41.5388,-8.6151,43.0,100,3,3.44,clear sky
449,Puerto Escondido,MX,15.85,-97.0667,75.11,75,100,3.8,overcast clouds
450,Ghatanji,IN,20.1333,78.3167,84.87,19,0,8.19,clear sky
451,Caborca,MX,30.5838,-111.101,56.19,34,0,0.4,clear sky
452,Dawlatabad,AF,36.4141,64.9053,53.29,42,0,3.04,clear sky
453,Martinsville,US,36.6915,-79.8725,33.8,64,40,8.05,scattered clouds
454,Klaksvik,FO,62.2266,-6.589,39.2,93,75,32.21,light rain
455,Maniitsoq,GL,65.4167,-52.9,22.71,97,100,9.28,snow
456,La Ronge,CA,55.1001,-105.2842,5.0,85,1,5.75,clear sky
457,Aasiaat,GL,68.7098,-52.8699,10.76,84,100,18.43,overcast clouds
458,Tazovskiy,RU,67.4667,78.7,-16.26,87,100,19.46,overcast clouds
459,Menongue,AO,-14.6585,17.691,67.33,63,2,7.34,clear sky
460,Zhicheng,CN,30.2956,111.5047,50.77,45,0,9.86,clear sky
461,Tezu,IN,27.9167,96.1667,80.28,28,3,4.27,clear sky
462,Atar,MR,20.5169,-13.0499,59.09,27,100,15.88,overcast clouds
463,Nambour,AU,-26.6333,152.95,81.0,86,66,1.99,light rain
464,Fort Morgan,US,40.2503,-103.8,30.2,59,90,3.44,overcast clouds
465,Praia,CV,14.9215,-23.5087,69.8,78,40,19.57,scattered clouds
466,Ilulissat,GL,69.2167,-51.1,15.8,48,5,27.63,light snow
467,Tiksi,RU,71.6872,128.8694,-19.61,88,100,8.7,overcast clouds
468,Bucerias,MX,20.75,-105.3333,67.46,57,100,3.49,overcast clouds
469,Camacha,PT,33.0833,-16.3333,59.0,63,40,10.36,scattered clouds
470,Punta De Bombon,PE,-17.1717,-71.7931,68.65,78,100,2.86,overcast clouds
471,Margate,GB,51.3813,1.3862,42.01,81,100,4.0,overcast clouds
472,Wharton,US,29.3116,-96.1027,45.0,87,1,2.89,clear sky
473,Copiapo,CL,-27.3667,-70.3333,57.2,94,7,2.3,clear sky
474,Oksfjord,NO,70.2396,22.3479,35.6,100,75,4.72,snow
475,Port Augusta,AU,-32.5,137.7667,80.01,56,0,20.71,clear sky
476,Alofi,NU,-19.0595,-169.9187,80.6,83,100,4.61,overcast clouds
477,Norman Wells,CA,65.282,-126.8329,-7.6,84,1,5.75,clear sky
478,Manakara,MG,-22.1333,48.0167,88.34,61,1,9.86,clear sky
479,Tessalit,ML,20.1986,1.0114,52.72,34,100,10.8,overcast clouds
480,Pak Thong Chai,TH,14.7226,102.0251,88.0,94,14,14.99,few clouds
481,Linxia,CN,35.6003,103.2064,32.23,66,0,3.04,clear sky
482,Gradsko,MK,41.5775,21.9428,23.0,80,0,2.3,clear sky
483,Berlevag,NO,70.8578,29.0864,34.36,94,100,11.65,snow
484,Hernani,ES,43.2662,-1.9762,51.8,71,75,10.36,broken clouds
485,Grand Gaube,MU,-20.0064,57.6608,84.99,71,94,11.99,overcast clouds
486,Sulangan,PH,11.1373,123.7228,81.91,80,100,12.01,overcast clouds
487,Male,MV,4.1748,73.5089,89.6,66,40,5.75,scattered clouds
488,Honiara,SB,-9.4333,159.95,83.25,74,2,3.04,light rain
489,Tashigang,BT,27.3331,91.5542,64.67,44,77,5.86,broken clouds
490,Sorland,NO,67.667,12.6934,37.87,78,46,12.12,scattered clouds
491,Urusha,RU,54.05,122.9,-13.09,83,100,6.82,overcast clouds
492,Alyangula,AU,-13.8483,136.4192,78.8,94,90,14.97,light rain
493,Staunton,US,38.1496,-79.0717,32.0,64,90,5.75,overcast clouds
494,Mutuipe,BR,-13.2286,-39.5047,67.08,95,88,2.42,overcast clouds
495,Kushima,JP,31.4583,131.2333,51.8,30,75,19.57,broken clouds
496,Dilla,ET,6.41,38.31,75.18,36,100,4.9,overcast clouds
497,Alice Springs,AU,-23.7,133.8833,80.6,24,73,11.5,broken clouds
498,Hokitika,NZ,-42.7167,170.9667,58.01,78,100,17.43,moderate rain
499,Orocue,CO,4.7912,-71.3354,73.87,66,0,6.38,clear sky
500,Boende,CD,-0.2167,20.8667,71.8,95,100,2.55,light rain
501,Sonqor,IR,34.7837,47.6004,48.2,53,75,6.91,broken clouds
502,Iquique,CL,-20.2208,-70.1431,69.8,56,0,3.44,clear sky
503,Carupano,VE,10.6678,-63.2585,74.73,87,76,10.51,light rain
504,Magadan,RU,59.5667,150.8,-8.48,88,100,11.1,overcast clouds
505,Canoinhas,BR,-26.1772,-50.39,66.43,98,100,3.67,overcast clouds
506,Havoysund,NO,70.9963,24.6622,35.6,93,90,4.61,overcast clouds
507,Baykit,RU,61.67,96.37,-25.15,80,100,4.97,overcast clouds
508,Northam,GB,51.0333,-4.2167,44.01,82,7,5.99,clear sky
509,Sokna,NO,60.24,9.9235,9.0,91,100,0.6,overcast clouds
510,Morondava,MG,-20.2833,44.2833,85.98,68,95,4.88,overcast clouds
511,Lasa,IT,46.6166,10.7002,25.0,86,90,8.05,overcast clouds
512,Magistralnyy,RU,56.1725,107.4458,-26.59,81,58,2.15,broken clouds
513,Saint-Francois,FR,46.4154,3.9054,36.0,100,90,1.14,fog
514,Anadyr,RU,64.75,177.4833,-7.01,77,75,6.71,light snow
515,Ucluelet,CA,48.9329,-125.5528,46.0,92,100,4.0,overcast clouds
516,Mundo Nuevo,MX,18.7,-95.5,68.56,79,100,6.87,overcast clouds
517,Agadez,NE,19.75,10.25,55.96,36,1,12.73,clear sky
518,Pontianak,ID,-0.0333,109.3333,89.6,58,75,3.44,light rain
519,Qixia,CN,37.2975,120.8256,30.02,72,0,11.97,clear sky
520,Lanzhot,CZ,48.7244,16.9669,28.0,75,48,8.99,scattered clouds
521,Sambava,MG,-14.2667,50.1667,85.6,62,100,9.01,overcast clouds
522,Taltal,CL,-25.4,-70.4833,61.81,76,27,1.86,scattered clouds
523,Stornoway,GB,58.2093,-6.3865,41.0,81,75,12.66,broken clouds
524,Chemodanovka,RU,53.2316,45.2474,-1.34,92,16,6.26,few clouds
525,Nichinan,JP,31.6,131.3667,51.8,30,75,19.57,broken clouds
526,Lichtenburg,ZA,-26.152,26.1597,75.99,36,2,9.93,clear sky
527,Kasongo,CD,-4.45,26.6667,72.45,82,92,1.95,overcast clouds
528,Sfantu Gheorghe,RO,45.8667,25.7833,16.0,84,100,0.89,overcast clouds
529,Kailua,US,21.4022,-157.7394,75.2,73,40,6.42,scattered clouds
530,Russkiy Aktash,RU,55.0384,52.1214,5.0,85,90,13.42,snow
531,Innisfail,AU,-17.5333,146.0333,73.99,93,100,5.99,light rain
532,Usinsk,RU,65.9939,57.5281,-17.0,89,95,7.16,overcast clouds
533,Anajatuba,BR,-3.2644,-44.6197,72.93,95,100,1.52,overcast clouds
534,Ponnani,IN,10.767,75.9252,87.8,66,40,2.3,scattered clouds
535,Tombouctou,ML,20.0,-3.0,54.18,35,94,14.18,overcast clouds
536,Klyuchi,RU,52.2667,79.1667,20.35,96,95,13.89,overcast clouds
537,Chimoio,MZ,-19.1164,33.4833,77.0,94,75,3.96,broken clouds
538,Mahajanga,MG,-15.7167,46.3167,89.6,70,20,2.3,few clouds
539,Novoagansk,RU,61.9449,76.6625,11.21,95,100,11.45,light snow
540,Alta Floresta,BR,-9.8756,-56.0861,70.59,99,100,4.03,overcast clouds
541,Hurghada,EG,27.2574,33.8129,57.2,38,0,5.75,clear sky
542,Rapid Valley,US,44.0625,-103.1463,33.01,64,1,17.27,clear sky
543,Ziarat,PK,30.3823,67.7282,49.17,32,0,2.89,clear sky
544,Terra Santa,BR,-2.1042,-56.4869,73.87,72,93,1.07,overcast clouds
545,Inverness,GB,57.4791,-4.224,37.99,87,74,12.66,broken clouds
546,Pililla,PH,14.4854,121.3062,86.0,60,98,5.01,overcast clouds
547,Santiago De Cao,PE,-7.9589,-79.2392,69.89,84,69,6.38,broken clouds
548,Nikolayevsk-Na-Amure,RU,53.1406,140.73,-18.94,85,33,3.2,scattered clouds
549,High Level,CA,58.5169,-117.136,12.2,100,90,4.27,mist
550,Kapuskasing,CA,49.4169,-82.4331,8.6,78,100,8.05,overcast clouds
551,Lagoa,PT,39.05,-27.9833,61.95,89,100,24.07,overcast clouds
552,Nouadhibou,MR,20.931,-17.0347,60.8,29,100,19.57,sand
553,San Blas,MX,21.5167,-105.2667,64.17,59,100,2.62,overcast clouds
554,Jalingo,NG,8.8833,11.3667,76.57,19,0,1.97,clear sky
555,Great Falls,US,47.5002,-111.3008,37.99,44,90,10.36,overcast clouds
556,Shelekhov,RU,52.2139,104.1,5.0,85,75,2.24,light snow
557,Bayangol,RU,50.6977,103.4656,3.2,86,0,2.89,clear sky
558,Buraydah,SA,26.326,43.975,57.2,58,0,6.91,clear sky
559,Zeya,RU,53.75,127.2667,-14.04,83,100,3.24,overcast clouds
560,Edremit,TR,39.5961,27.0244,35.6,64,40,13.8,scattered clouds
561,Junqueiropolis,BR,-21.5147,-51.4336,70.99,98,100,5.26,light rain
562,Winburg,ZA,-28.518,27.0093,75.7,19,0,3.04,clear sky
563,Vangaindrano,MG,-23.35,47.6,86.95,64,58,8.55,broken clouds
564,Huarmey,PE,-10.0681,-78.1522,71.22,80,100,6.51,overcast clouds
565,Kissidougou,GN,9.1848,-10.0999,61.11,29,89,2.57,overcast clouds
566,Tangzhai,CN,34.4328,116.5911,46.0,24,0,1.99,clear sky
567,Bahia Blanca,AR,-38.7196,-62.2724,58.68,62,0,10.65,clear sky
568,Ngunguru,NZ,-35.6167,174.5,71.01,89,5,5.01,clear sky
569,Jalu,LY,29.0331,21.5482,53.04,55,0,17.92,clear sky
570,Mogzon,RU,51.7435,111.9606,-10.43,81,100,5.37,overcast clouds
571,Hambantota,LK,6.1241,81.1185,86.0,74,40,10.36,scattered clouds
572,Arlit,NE,18.7369,7.3853,67.15,22,99,7.85,overcast clouds
573,Quatre Cocos,MU,-20.2078,57.7625,86.0,70,75,13.8,broken clouds
574,Lahijan,IR,37.2061,50.0029,51.8,76,40,4.61,scattered clouds
575,Vilyuysk,RU,63.7553,121.6247,-39.71,80,100,6.42,overcast clouds
576,Bykovo,RU,55.6361,38.0803,-4.0,71,75,8.95,broken clouds
577,San Policarpo,PH,12.1791,125.5072,81.95,75,88,10.42,overcast clouds
578,Bubaque,GW,11.2833,-15.8333,75.43,69,99,12.66,overcast clouds
579,Vrangel,RU,42.7297,133.0839,14.74,80,0,14.85,clear sky
580,Farragut,US,35.8845,-84.1535,35.6,64,90,3.44,overcast clouds
581,Lavumisa,SZ,-27.31,31.892,73.06,84,100,4.65,overcast clouds
582,Xuddur,SO,4.1213,43.8894,82.06,43,0,20.42,clear sky
583,Sinnamary,GF,5.3833,-52.95,77.2,86,57,10.87,broken clouds
584,Purnia,IN,25.7833,87.4667,75.22,39,48,2.24,scattered clouds
585,Kodlipet,IN,12.8,75.8833,81.32,45,75,4.88,broken clouds
586,Tomatlan,MX,19.9333,-105.25,67.68,66,100,2.08,overcast clouds
587,Estelle,US,29.8458,-90.1067,44.6,100,1,3.87,clear sky
588,Potiskum,NG,11.7091,11.0694,67.06,25,0,7.16,clear sky
589,Jacareacanga,BR,-6.2222,-57.7528,71.78,93,89,1.12,overcast clouds
590,Pisco,PE,-13.7,-76.2167,66.99,82,0,6.91,clear sky
591,Midland,US,31.9974,-102.0779,35.6,55,1,4.61,clear sky
592,Mahibadhoo,MV,3.7833,72.9667,81.84,69,0,5.82,clear sky
593,Nizhniy Kuranakh,RU,58.8353,125.4869,-40.0,78,32,1.32,scattered clouds
594,Zyryanka,RU,65.75,150.85,-30.53,85,99,1.57,overcast clouds
595,Anchorage,US,61.2181,-149.9003,32.0,74,90,6.67,overcast clouds
596,Valdivia,CL,-39.8142,-73.2459,46.4,93,1,1.14,clear sky
597,Guanica,PR,17.9716,-66.908,71.01,92,20,5.48,few clouds
598,Bandarbeyla,SO,9.4942,50.8122,78.24,59,0,11.41,clear sky
599,Brainerd,US,46.358,-94.2008,17.01,86,75,2.98,broken clouds
600,Hays,US,30.0502,-98.0336,46.99,48,98,1.99,overcast clouds
601,Volot,RU,57.9278,30.7025,-1.55,93,75,2.98,broken clouds
602,Norwich,GB,52.6278,1.2983,39.99,93,93,12.66,overcast clouds
603,Verkhoyansk,RU,67.5447,133.385,-45.17,76,90,0.54,overcast clouds
604,Mount Gambier,AU,-37.8333,140.7667,68.0,45,0,14.97,clear sky
605,Namatanai,PG,-3.6667,152.4333,83.79,73,94,14.97,overcast clouds
606,Sassari,IT,40.7272,8.5603,55.4,62,75,16.11,broken clouds
607,Darnah,LY,32.767,22.6367,55.35,65,41,22.08,scattered clouds
608,Ketchikan,US,55.3422,-131.6461,44.6,100,90,13.8,light rain
609,Birao,CF,10.2849,22.7882,73.89,18,11,10.76,few clouds
610,Maragogi,BR,-9.0122,-35.2225,75.88,84,0,9.35,clear sky
611,Ambur,IN,12.7833,78.7,82.78,45,2,6.96,clear sky
612,Revuca,SK,48.6835,20.1173,17.01,85,75,3.44,light snow
613,Koulamoutou,GA,-1.1303,12.4736,71.67,93,100,1.88,overcast clouds
614,Pochutla,MX,15.7432,-96.4661,72.0,80,96,2.93,overcast clouds
615,Grand Baie,MU,-20.0182,57.5802,84.99,71,89,11.99,overcast clouds
616,Acarau,BR,-2.8856,-40.12,78.12,84,100,7.83,overcast clouds
617,Blora,ID,-6.9698,111.4186,84.16,74,100,8.23,moderate rain
618,Tabuk,PH,17.4189,121.4443,69.24,92,100,12.03,overcast clouds
619,Koyelga,RU,54.6522,60.9049,16.34,92,53,18.16,broken clouds
620,Amambai,BR,-23.1042,-55.2258,71.67,96,100,8.52,heavy intensity rain
621,Stryn,NO,61.9045,6.7226,30.99,83,100,3.0,overcast clouds
622,Diebougou,BF,10.9667,-3.25,63.97,27,100,4.34,overcast clouds
623,Port-Gentil,GA,-0.7193,8.7815,78.8,89,20,3.44,few clouds
624,Kisangani,CD,0.5167,25.2,73.4,94,75,2.44,mist
625,Moose Factory,CA,51.2585,-80.6094,12.2,85,90,10.36,light snow
626,Chulucanas,PE,-5.0925,-80.1625,75.06,68,98,5.12,overcast clouds
627,Ninghai,CN,29.2892,121.4247,52.0,29,0,8.95,clear sky
628,Jinchang,CN,38.4953,102.1739,33.39,48,0,3.29,clear sky
629,Raudeberg,NO,61.9875,5.1352,37.99,76,100,16.04,overcast clouds
630,Codrington,AU,-38.2667,141.9667,60.58,67,17,15.3,few clouds
631,Wolgast,DE,54.05,13.7667,30.0,89,90,8.95,overcast clouds
632,Virginia Beach,US,36.8529,-75.978,36.0,69,1,9.22,clear sky
633,Teya,RU,60.3778,92.6267,-6.48,87,100,5.39,light snow
634,Killeen,US,31.1171,-97.7278,46.4,42,20,7.38,haze
635,La Orilla,MX,17.9833,-102.2333,73.98,83,100,3.42,overcast clouds
636,Robertsport,LR,6.7533,-11.3686,77.25,85,89,4.61,overcast clouds
637,San Miguel,SV,13.4833,-88.1833,73.72,70,1,3.2,clear sky
638,Guanare,VE,9.0418,-69.7421,70.27,73,81,1.52,broken clouds
639,Zhuhai,CN,22.2769,113.5678,69.01,48,20,18.41,few clouds
640,Guadalupe Y Calvo,MX,26.1,-106.9667,40.39,62,0,4.27,clear sky
641,Harper,LR,4.375,-7.7169,76.86,84,7,4.03,clear sky
642,Yining,CN,29.0361,114.5636,48.69,44,0,7.31,clear sky
643,Miyoshi,JP,35.0833,137.0667,46.99,57,75,4.61,broken clouds
644,Bac Lieu,VN,9.285,105.7244,82.83,57,13,11.54,few clouds
645,Isparta,TR,38.0,31.0,33.8,86,75,17.27,light snow
646,Shalya,RU,57.2471,58.7298,15.89,96,100,12.1,light snow
647,Rapar,IN,23.5667,70.6333,81.07,26,0,2.71,clear sky
648,Rafai,CF,4.95,23.9167,81.19,23,42,2.77,scattered clouds
649,Nuevo Progreso,MX,23.1667,-97.95,63.0,61,100,1.01,overcast clouds
650,Owando,CG,-0.4819,15.8999,75.11,87,99,3.2,overcast clouds
651,Romny,UA,50.751,33.4747,3.2,92,0,5.1,clear sky
652,Chara,RU,56.9064,118.2631,-29.87,80,35,0.43,scattered clouds
653,Arrecife,ES,28.963,-13.5477,62.6,67,75,8.05,broken clouds
654,Perur,IN,10.9667,76.9,78.8,69,75,5.75,haze
655,Kurilsk,RU,45.2333,147.8833,17.87,93,100,15.61,light snow
656,Canico,PT,32.6333,-16.85,59.0,82,75,8.05,broken clouds
657,Opuwo,NA,-18.0607,13.84,70.61,55,80,3.74,broken clouds
658,Ginda,IN,30.6945,78.4932,64.0,25,0,5.99,clear sky
659,Harrison,US,30.4091,-89.0436,41.0,86,1,5.37,clear sky
660,South Lake Tahoe,US,38.9332,-119.9844,28.4,93,1,3.74,clear sky
661,Lugazi,UG,0.3772,32.9197,72.05,77,79,1.1,light rain
662,Saint Anthony,US,45.0205,-93.218,21.99,86,90,5.75,overcast clouds
663,Bonthe,SL,7.5264,-12.505,74.03,94,14,5.79,few clouds
664,Muyinga,BI,-2.8333,30.3333,68.83,78,2,0.25,light rain
665,Husavik,IS,66.0449,-17.3389,33.8,100,90,3.44,light snow
666,Suntar,RU,62.1444,117.6319,-41.06,79,100,5.82,overcast clouds
667,Taree,AU,-31.9,152.4667,73.99,56,45,6.91,scattered clouds
668,Port Shepstone,ZA,-30.7414,30.455,76.64,58,0,15.17,clear sky
669,Pundaguitan,PH,6.3711,126.1689,77.81,85,100,9.62,moderate rain
670,Kloulklubed,PW,7.0419,134.2556,77.0,94,90,8.05,light rain
671,Tyup,KG,42.7276,78.3648,35.24,77,0,1.07,clear sky
672,Kosa,RU,59.9445,54.9977,2.75,93,100,9.22,light snow
673,Ozinki,RU,51.1786,49.6769,1.54,93,9,10.0,clear sky
674,Tabou,CI,4.423,-7.3528,75.69,87,4,4.29,light rain
675,Miramar,US,25.9873,-80.2323,55.4,76,1,8.57,clear sky
676,Tucupita,VE,9.0622,-62.051,70.38,98,86,2.48,overcast clouds
677,Baghdad,IQ,33.3406,44.4009,60.8,63,0,6.91,clear sky
678,Kazachinskoye,RU,57.6953,93.2761,8.28,94,100,7.81,overcast clouds
679,Sayville,US,40.7359,-73.0821,37.99,69,1,12.66,clear sky
680,Yarada,IN,17.65,83.2667,80.6,65,40,3.44,haze
681,Darjiling,IN,27.0333,88.2667,54.68,53,80,6.46,broken clouds
682,Itoman,JP,26.1247,127.6694,60.8,63,75,28.77,broken clouds
683,Zelenets,RU,61.8849,50.7489,-11.2,77,0,6.71,clear sky
684,Phan Thiet,VN,10.9333,108.1,80.74,60,6,13.6,clear sky
685,Buenavista,PH,8.9769,125.4089,77.07,87,100,5.39,overcast clouds
686,Imbituba,BR,-28.24,-48.6703,77.0,94,75,3.44,broken clouds
687,Lazaro Cardenas,MX,17.9583,-102.2,74.64,82,100,3.11,overcast clouds
688,Wanlaweyn,SO,2.6185,44.8938,86.81,44,0,17.52,clear sky
689,Kapit,MY,2.0167,112.9333,79.77,75,100,1.28,light rain
690,Lucapa,AO,-8.4192,20.7447,72.19,82,100,2.17,overcast clouds
691,Chauk,MM,20.8833,94.8167,81.12,34,0,0.94,clear sky
692,Thinadhoo,MV,0.5333,72.9333,81.72,71,99,7.99,overcast clouds
693,Vezirkopru,TR,41.1436,35.4547,35.6,93,75,8.05,broken clouds
694,Doha,QA,25.2867,51.5333,69.8,73,0,3.44,haze
695,Vetapalem,IN,15.7833,80.3167,80.82,56,0,9.37,clear sky
696,Qasigiannguit,GL,68.8193,-51.1922,15.8,48,83,27.63,light snow
697,Bud,US,39.447,-86.1758,33.01,96,100,11.01,light snow
698,Verkhnyaya Inta,RU,65.9811,60.3094,-21.57,87,97,3.71,overcast clouds
